Data do Leilão,Data de Vencimento,Taxa (%),Quantidade Aceita,Valor Aceito (R$),Tipo de Título,Preço de Emissão (R$),Dias Úteis,Data de Liquidação,Título,Preço Calculado (R$),Diferença
2015-01-08,2021-01-01,12.454,1026000,931852506.75,NTN-F,908.2383106725147,1500,2015-01-09,F21,907.771036471009,0.4672742015056883
2015-01-08,2025-01-01,12.4099,2500000,2188224802.55,NTN-F,875.2899210200001,2505,2015-01-09,F25,874.7158745583807,0.5740464616193321
2015-01-22,2021-01-01,11.95,1500000,1396623150.52,NTN-F,931.0821003466666,1490,2015-01-23,F21,930.7231077222061,0.35899262446048397
2015-01-22,2025-01-01,11.8949,2500000,2262793914.77,NTN-F,905.117565908,2495,2015-01-23,F25,904.4738230409753,0.6437428670246845
2015-01-28,2019-01-01,0.0,0,0.0,NTN-F,,982,2015-01-29,F19,1390.4707853612126,
2015-02-05,2021-01-01,12.3449,1500000,1381507604.52,NTN-F,921.00506968,1480,2015-02-06,F21,920.2560932193389,0.7489764606610834
2015-02-05,2025-01-01,12.2499,2000000,1782702292.34,NTN-F,891.35114617,2485,2015-02-06,F25,890.7254134404966,0.6257327295033974
2015-02-19,2025-01-01,12.774,2000000,1738329850.66,NTN-F,869.1649253300001,2477,2015-02-20,F25,868.696802788571,0.4681225414291248
2015-02-19,2021-01-01,12.869,1500000,1358480666.3,NTN-F,905.6537775333333,1472,2015-02-20,F21,904.7829291568316,0.8708483765016126
2015-03-05,2021-01-01,12.83,1500000,1366429785.76,NTN-F,910.9531905066667,1462,2015-03-06,F21,910.5201074308841,0.4330830757826334
2015-03-05,2025-01-01,12.835,500000,435352824.21,NTN-F,870.70564842,2467,2015-03-06,F25,869.9802857792669,0.725362640733124
2015-03-19,2023-01-01,0.0,0,0.0,NTN-F,,1954,2015-03-20,F23,1780.9415707224252,
2015-03-19,2021-01-01,13.1197,1500000,1358192266.55,NTN-F,905.4615110333333,1452,2015-03-20,F21,904.752962875144,0.7085481581892736
2015-03-19,2025-01-01,13.1149,1500000,1294130143.25,NTN-F,862.7534288333334,2457,2015-03-20,F25,861.1899537296551,1.563475103678229
2015-04-02,2021-01-01,12.9879,3000000,2742383074.32,NTN-F,914.12769144,1442,2015-04-03,F21,913.7629079348615,0.3647835051385755
2015-04-02,2025-01-01,12.9623,3000000,2619912596.95,NTN-F,873.3041989833333,2447,2015-04-03,F25,872.4339442139708,0.870254769362532
2015-04-16,2025-01-01,12.6444,4500000,4013774784.66,NTN-F,891.9499521466666,2438,2015-04-17,F25,891.123620498865,0.8263316478016804
2015-04-16,2021-01-01,12.6749,4000000,3716893821.9,NTN-F,929.223455475,1433,2015-04-17,F21,928.7056941397616,0.5177613352384469
2015-04-30,2021-01-01,12.83,3000000,2784318256.24,NTN-F,928.1060854133333,1424,2015-05-01,F21,927.2457170482339,0.8603683650993617
2015-04-30,2025-01-01,12.7989,3000000,2667087145.61,NTN-F,889.0290485366667,2429,2015-05-01,F25,887.6525416323841,1.3765069042825644
2015-05-14,2021-01-01,12.8049,3690000,3440381222.17,NTN-F,932.3526347344174,1415,2015-05-15,F21,932.1233125881414,0.22932214627599024
2015-05-14,2025-01-01,12.735,1467050,1313536107.67,NTN-F,895.3587864558127,2420,2015-05-15,F25,894.4689257367962,0.8898607190164967
2015-05-28,2025-01-01,12.42,3000000,2741007663.0,NTN-F,913.669221,2410,2015-05-29,F25,913.6691998746002,2.1125399825905333e-05
2015-05-28,2021-01-01,12.559,2500000,2363447105.3,NTN-F,945.3788421200001,1405,2015-05-29,F21,945.1505157882348,0.22832633176528816
2015-06-11,2025-01-01,12.7,1000000,904633074.28,NTN-F,904.63307428,2401,2015-06-12,F25,904.2276090486125,0.4054652313874385
2015-06-11,2021-01-01,12.8449,2000000,1879018758.64,NTN-F,939.5093793200001,1396,2015-06-12,F21,939.2539873937126,0.2553919262875297
2015-06-25,2023-01-01,0.0,0,0.0,NTN-F,,1888,2015-06-26,F23,1780.9415707224252,
2015-06-25,2021-01-01,12.84,3000000,2832432045.08,NTN-F,944.1440150266667,1386,2015-06-26,F21,943.9364661574152,0.2075488692514682
2015-06-25,2025-01-01,12.6637,1000000,910465604.55,NTN-F,910.46560455,2391,2015-06-26,F25,910.2279751852468,0.2376293647531611
2015-07-08,2021-01-01,12.699,1500000,1356381575.53,NTN-F,904.2543836866666,1377,2015-07-09,F21,903.8885019570959,0.3658817295707877
2015-07-08,2025-01-01,12.579,1000000,869144100.0,NTN-F,869.1441,2382,2015-07-09,F25,869.1441338282353,-3.3828235359578684e-05
2015-07-15,2017-01-01,13.59,261500,251003410.75,NTN-F,959.8600793499044,369,2015-07-16,F17,959.9414144062839,-0.08133505637954386
2015-07-23,2021-01-01,12.8647,150000,135463992.55,NTN-F,903.0932836666667,1366,2015-07-24,F21,902.9850905273438,0.10819313932290697
2015-07-23,2025-01-01,12.8129,50000,43137200.0,NTN-F,862.744,2371,2015-07-24,F25,862.7480407799005,-0.004040779900492453
2015-08-06,2025-01-01,13.6099,150000,124777223.86,NTN-F,831.8481590666667,2361,2015-08-07,F25,831.2631642267615,0.5849948399051073
2015-08-06,2021-01-01,13.5449,150000,132741712.8,NTN-F,884.944752,1356,2015-08-07,F21,884.8174932644627,0.1272587355373389
2015-08-20,2021-01-01,13.67,1500000,1328201822.7,NTN-F,885.4678818,1346,2015-08-21,F21,885.2522054193196,0.2156763806804065
2015-08-20,2025-01-01,13.8309,750000,619844838.79,NTN-F,826.4597850533332,2351,2015-08-21,F25,826.0055478315101,0.4542372218231776
2015-09-17,2025-01-01,0.0,0,0.0,NTN-F,,2332,2015-09-18,F25,1927.36811523288,
2015-09-17,2021-01-01,15.3599,150000,126346465.85,NTN-F,842.3097723333333,1327,2015-09-18,F21,842.2053198471892,0.104452486144055
2015-09-17,2023-01-01,0.0,0,0.0,NTN-F,,1829,2015-09-18,F23,1732.1327225522737,
2015-09-21,2025-01-01,16.02,650000,486192751.3,NTN-F,747.9888481538462,2330,2015-09-22,F25,749.50497845107,-1.5161302972237536
2015-09-21,2017-01-01,0.0,0,0.0,NTN-F,,322,2015-09-22,F17,1146.4265445104547,
2015-09-21,2021-01-01,15.9997,50000,41237018.05,NTN-F,824.7403609999999,1325,2015-09-22,F21,824.7403608111351,1.888647602754645e-07
2015-09-24,2025-01-01,16.9,16000,11523756.48,NTN-F,720.23478,2327,2015-09-25,F25,720.2347619815707,1.801842927307007e-05
2015-09-24,2021-01-01,16.9,860000,688567990.06,NTN-F,800.6604535581395,1322,2015-09-25,F21,801.2778918726958,-0.6174383145563525
2015-09-24,2017-01-01,0.0,0,0.0,NTN-F,,319,2015-09-25,F17,1146.4265445104547,
2015-09-25,2025-01-01,15.95,35000,26382820.17,NTN-F,753.7948620000001,2326,2015-09-26,F25,753.7948439737634,1.80262367166506e-05
2015-09-25,2017-01-01,0.0,0,0.0,NTN-F,,318,2015-09-26,F17,1146.4265445104547,
2015-09-25,2021-01-01,0.0,0,0.0,NTN-F,,1321,2015-09-26,F21,1536.8973298716674,
2015-09-28,2025-01-01,0.0,0,0.0,NTN-F,,2325,2015-09-29,F25,1927.36811523288,
2015-09-28,2017-01-01,0.0,0,0.0,NTN-F,,317,2015-09-29,F17,1146.4265445104547,
2015-09-28,2021-01-01,0.0,0,0.0,NTN-F,,1320,2015-09-29,F21,1536.8973298716674,
2015-09-29,2018-01-01,0.0,0,0.0,NTN-F,,565,2015-09-30,F18,1244.044240850758,
2015-09-29,2025-01-01,16.35,250000,185114646.0,NTN-F,740.458584,2324,2015-09-30,F25,740.45856636073,1.7639270026847953e-05
2015-09-29,2021-01-01,16.39,200000,163346690.0,NTN-F,816.73345,1319,2015-09-30,F21,816.7334368175639,1.3182436077840975e-05
2015-09-30,2025-01-01,0.0,0,0.0,NTN-F,,2323,2015-10-01,F25,1927.36811523288,
2015-09-30,2018-01-01,15.91,55000,50780151.01,NTN-F,923.2754729090909,564,2015-10-01,F18,923.2754658755293,7.033561587377335e-06
2015-09-30,2021-01-01,0.0,0,0.0,NTN-F,,1318,2015-10-01,F21,1536.8973298716674,
2015-10-01,2025-01-01,15.4799,25000,19320575.0,NTN-F,772.823,2322,2015-10-02,F25,772.8258837158085,-0.002883715808479792
2015-10-01,2018-01-01,0.0,0,0.0,NTN-F,,563,2015-10-02,F18,1244.044240850758,
2015-10-01,2021-01-01,15.5499,5000,4207392.36,NTN-F,841.478472,1317,2015-10-02,F21,841.4813473391745,-0.0028753391744658074
2015-10-02,2017-01-01,0.0,0,0.0,NTN-F,,313,2015-10-03,F17,1146.4265445104547,
2015-10-02,2025-01-01,15.43,200000,155026958.0,NTN-F,775.13479,2321,2015-10-03,F25,775.134772558855,1.7441144905205874e-05
2015-10-02,2021-01-01,0.0,0,0.0,NTN-F,,1316,2015-10-03,F21,1536.8973298716674,
2015-10-15,2025-01-01,15.9499,50000,37990484.6,NTN-F,759.809692,2313,2015-10-16,F25,759.5752013098434,0.2344906901566901
2015-10-15,2021-01-01,15.8249,50000,41898797.55,NTN-F,837.9759509999999,1308,2015-10-16,F21,837.9787753868388,-0.0028243868389381532
2015-10-29,2021-01-01,15.8349,500000,421423618.5,NTN-F,842.847237,1298,2015-10-30,F21,842.5957448504594,0.2514921495405815
2015-10-29,2025-01-01,15.84,300000,230514768.1,NTN-F,768.3825603333333,2303,2015-10-30,F25,768.0195603014834,0.3630000318499924
2015-11-12,2025-01-01,15.6099,1000000,780785191.35,NTN-F,780.78519135,2294,2015-11-13,F25,780.4706955309882,0.3144958190117677
2015-11-12,2021-01-01,15.5979,2000000,1708141747.5,NTN-F,854.07087375,1289,2015-11-13,F21,853.7363612566955,0.3345124933044872
2015-11-26,2021-01-01,15.5999,1000000,858601641.5,NTN-F,858.6016415,1279,2015-11-27,F21,858.604457482234,-0.00281598223398305
2015-11-26,2025-01-01,15.5599,500000,393407683.5,NTN-F,786.815367,2284,2015-11-27,F25,786.8190385363173,-0.003671536317256141
2015-12-10,2025-01-01,0.0,0,0.0,NTN-F,,2274,2015-12-11,F25,1927.36811523288,
2015-12-10,2023-01-01,0.0,0,0.0,NTN-F,,1771,2015-12-11,F23,1732.1327225522737,
2015-12-10,2021-01-01,15.7199,1000000,860392311.03,NTN-F,860.39231103,1269,2015-12-11,F21,860.1847697222859,0.20754130771410928
2016-01-14,2027-01-01,16.369,3000000,2095219500.0,NTN-F,698.4065,2754,2016-01-15,F27,698.4065025340187,-2.5340186766698025e-06
2016-01-14,2023-01-01,16.32,500000,380021882.62,NTN-F,760.04376524,1748,2016-01-15,F23,759.9979691906647,0.04579604933530845
2016-01-27,2017-01-01,14.61,300000,291196890.0,NTN-F,970.6563,234,2016-01-28,F17,970.6563053563113,-5.356311362447741e-06
2016-01-28,2023-01-01,16.4,1000000,762667838.72,NTN-F,762.6678387200001,1738,2016-01-29,F23,762.0399479259581,0.6278907940419458
2016-01-28,2027-01-01,16.7099,1000000,690655103.25,NTN-F,690.65510325,2744,2016-01-29,F27,690.3931636193508,0.2619396306491808
2016-02-11,2027-01-01,16.3699,1000000,706835432.36,NTN-F,706.83543236,2736,2016-02-12,F27,705.9774225670706,0.8580097929294652
2016-02-11,2023-01-01,16.0199,1000000,778391072.78,NTN-F,778.39107278,1730,2016-02-12,F23,777.8352658461322,0.5558069338677569
2016-02-25,2023-01-01,15.5349,1500000,1198315231.76,NTN-F,798.8768211733334,1720,2016-02-26,F23,798.2604778864197,0.6163432869136614
2016-02-25,2027-01-01,15.8989,2000000,1456886295.75,NTN-F,728.443147875,2726,2016-02-26,F27,727.6827381662928,0.7604097087072432
2016-03-10,2027-01-01,14.6599,2000000,1563496885.2,NTN-F,781.7484426,2716,2016-03-11,F27,781.1863549955101,0.562087604489875
2016-03-10,2023-01-01,14.375,2720000,2294089124.02,NTN-F,843.415119125,1710,2016-03-11,F23,842.5236393034826,0.8914798215174642
2016-03-24,2025-01-01,0.0,0,0.0,NTN-F,,2203,2016-03-25,F25,1878.5592670627284,
2016-03-24,2027-01-01,14.2399,2000000,1610045159.7,NTN-F,805.02257985,2706,2016-03-25,F27,803.2975993103258,1.7249805396742204
2016-03-24,2023-01-01,14.075,1500000,1286707801.0,NTN-F,857.8052006666667,1700,2016-03-25,F23,857.7188630459689,0.0863376206978046
2016-04-07,2027-01-01,14.2499,1000000,807203534.09,NTN-F,807.2035340900001,2697,2016-04-08,F27,806.6939748110557,0.5095592789443799
2016-04-07,2023-01-01,14.1869,1500000,1287011139.4,NTN-F,858.0074262666667,1691,2016-04-08,F23,857.762210165291,0.2452161013757177
2016-04-20,2023-01-01,12.99,1000000,906851699.48,NTN-F,906.85169948,1682,2016-04-21,F23,905.9362312409787,0.9154682390212656
2016-04-20,2027-01-01,13.0499,120000,103884708.17,NTN-F,865.7059014166667,2688,2016-04-21,F27,865.0321340228068,0.6737673938599755
2016-05-05,2023-01-01,12.65,1780000,1644529882.1,NTN-F,923.8931921910112,1672,2016-05-06,F23,923.4162660544753,0.47692613653589433
2016-05-05,2027-01-01,12.64,2500000,2224237430.06,NTN-F,889.694972024,2678,2016-05-06,F27,889.1487709598339,0.5462010641660981
2016-05-19,2023-01-01,12.85,830000,763970083.38,NTN-F,920.4458835903614,1662,2016-05-20,F23,920.0932862041961,0.3525973861652574
2016-05-19,2027-01-01,12.95,1000000,879196614.4,NTN-F,879.1966143999999,2668,2016-05-20,F27,878.271610667002,0.9250037329978795
2016-06-02,2027-01-01,12.85,732000,649864776.53,NTN-F,887.7934105601092,2659,2016-06-03,F27,886.9157016442549,0.8777089158543276
2016-06-02,2023-01-01,12.79,1260450,1168199339.07,NTN-F,926.8113285493275,1653,2016-06-03,F23,926.3663267385605,0.44500181076705303
2016-06-16,2023-01-01,12.895,2500000,2317724098.9,NTN-F,927.08963956,1643,2016-06-17,F23,926.8108636459514,0.27877591404865143
2016-06-16,2027-01-01,12.95,1500000,1331060114.36,NTN-F,887.3734095733332,2649,2016-06-17,F27,886.372552219706,1.0008573536272252
2016-06-30,2023-01-01,12.2339,4000000,3633073898.84,NTN-F,908.2684747100001,1633,2016-07-01,F23,907.9254228222454,0.34305188775465467
2016-06-30,2027-01-01,12.2199,3166000,2782566293.84,NTN-F,878.8901749336703,2639,2016-07-01,F27,877.8585726918373,1.0316022418330704
2016-06-30,2025-01-01,0.0,0,0.0,NTN-F,,2136,2016-07-01,F25,1829.7504188925768,
2016-07-14,2027-01-01,11.905,1209400,1086815303.96,NTN-F,898.6400727302795,2629,2016-07-15,F27,898.0929514146776,0.5471213156018848
2016-07-14,2023-01-01,11.92,3000000,2776676979.64,NTN-F,925.5589932133333,1623,2016-07-15,F23,924.4924680819972,1.0665251313361068
2016-07-28,2023-01-01,11.995,1000000,925870222.32,NTN-F,925.87022232,1613,2016-07-29,F23,925.6604452165844,0.20977710341560396
2016-07-28,2027-01-01,11.8999,2000000,1804742102.0,NTN-F,902.371051,2619,2016-07-29,F27,902.37623459866,-0.005183598659982636
2016-08-11,2027-01-01,11.875,2000000,1816638964.75,NTN-F,908.319482375,2609,2016-08-12,F27,907.7079965980306,0.6114857769694027
2016-08-11,2023-01-01,11.915,1000000,933363813.35,NTN-F,933.36381335,1603,2016-08-12,F23,932.9901639836055,0.3736493663944884
2016-08-25,2023-01-01,12.0497,1000000,932425917.68,NTN-F,932.42591768,1593,2016-08-26,F23,931.8773665738945,0.5485511061054922
2016-08-25,2027-01-01,12.045,500000,451538059.34,NTN-F,903.0761186799999,2599,2016-08-26,F27,902.9759891401591,0.10012953984085016
2016-09-08,2027-01-01,11.98,1000000,910166833.19,NTN-F,910.16683319,2590,2016-09-09,F27,909.9890917938492,0.17774139615085005
2016-09-08,2023-01-01,11.9199,1000000,940808561.37,NTN-F,940.80856137,1584,2016-09-09,F23,940.7500270226737,0.058534347326258285
2016-09-22,2027-01-01,0.0,0,0.0,NTN-F,,2580,2016-09-23,F27,2024.9858115731831,
2016-09-22,2025-01-01,0.0,0,0.0,NTN-F,,2077,2016-09-23,F25,1829.7504188925768,
2016-09-22,2023-01-01,11.815,500000,474688575.23,NTN-F,949.37715046,1574,2016-09-23,F23,949.0794848697024,0.29766559029769724
2016-10-06,2027-01-01,11.5049,1000000,943973366.41,NTN-F,943.9733664099999,2570,2016-10-07,F27,943.0705316501842,0.9028347598157325
2016-10-06,2023-01-01,11.44,1500000,1452478629.93,NTN-F,968.31908662,1564,2016-10-07,F23,968.1563975211373,0.1626890988627565
2016-10-20,2023-01-01,11.1399,1000000,984288945.11,NTN-F,984.28894511,1555,2016-10-21,F23,983.9933916261291,0.29555348387089
2016-10-20,2027-01-01,11.1099,1000000,968158181.0,NTN-F,968.158181,2561,2016-10-21,F27,968.163668816861,-0.005487816860977546
2016-11-03,2027-01-01,11.588,380000,359700294.63,NTN-F,946.5797227105263,2552,2016-11-04,F27,946.0274970257501,0.5522256847762037
2016-11-03,2023-01-01,11.5447,500000,486015543.05,NTN-F,972.0310861,1546,2016-11-04,F23,971.5261880858873,0.5048980141127686
2016-11-16,2027-01-01,12.09,16000,14774233.12,NTN-F,923.3895699999999,2544,2016-11-17,F27,923.3895482503501,2.1749649818048056e-05
2016-11-16,2023-01-01,12.2129,359300,340997906.94,NTN-F,949.0618061230169,1538,2016-11-17,F23,949.0958274468235,-0.03402132380654166
2016-11-16,2025-01-01,12.1,40000,37456818.64,NTN-F,936.420466,2041,2016-11-17,F25,936.4204474625215,1.8537478581492906e-05
2016-11-17,2021-01-01,12.1,403500,393382958.95,NTN-F,974.9267879801735,1035,2016-11-18,F21,974.926777904916,1.007525747809268e-05
2016-11-17,2027-01-01,0.0,0,0.0,NTN-F,,2543,2016-11-18,F27,2024.9858115731831,
2016-11-17,2023-01-01,12.12,100000,95305672.3,NTN-F,953.0567229999999,1537,2016-11-18,F23,953.0567063052988,1.6694701116648503e-05
2016-11-18,2027-01-01,12.0549,150000,138899850.15,NTN-F,925.999001,2542,2016-11-19,F27,926.003863649036,-0.004862649035999311
2016-11-18,2021-01-01,12.06,10000,9765241.79,NTN-F,976.5241789999999,1034,2016-11-19,F21,976.5241659080248,1.3091975120005372e-05
2016-11-18,2023-01-01,0.0,0,0.0,NTN-F,,1536,2016-11-19,F23,1634.5150262119705,
2016-12-01,2023-01-01,12.0299,300000,288243880.5,NTN-F,960.812935,1527,2016-12-02,F23,960.8167249810596,-0.003789981059526326
2016-12-01,2027-01-01,12.0149,300000,279654495.53,NTN-F,932.1816517666666,2533,2016-12-02,F27,931.8041202023448,0.37753156432177093
2016-12-15,2027-01-01,0.0,0,0.0,NTN-F,,2523,2016-12-16,F27,2024.9858115731831,
2016-12-15,2023-01-01,12.14,1000000,961202894.15,NTN-F,961.20289415,1517,2016-12-16,F23,960.9950192673314,0.20787488266864784
2016-12-15,2025-01-01,0.0,0,0.0,NTN-F,,2020,2016-12-16,F25,1829.7504188925768,
2017-01-05,2027-01-01,11.4,2000000,1853558024.28,NTN-F,926.77901214,2508,2017-01-06,F27,925.3420538686837,1.4369582713162572
2017-01-05,2023-01-01,11.449,1500000,1418529308.09,NTN-F,945.6862053933332,1502,2017-01-06,F23,945.0604320982286,0.6257732951046364
2017-01-19,2027-01-01,11.0049,2000000,1902600464.11,NTN-F,951.3002320549999,2498,2017-01-20,F27,950.6431205028753,0.6571115521246611
2017-01-19,2023-01-01,10.91,1500000,1455933641.67,NTN-F,970.6224277800001,1492,2017-01-20,F23,970.3582136249322,0.2642141550678616
2017-02-02,2023-01-01,10.7197,872550,857053117.25,NTN-F,982.239547590396,1482,2017-02-03,F23,981.9692878635021,0.2702597268938689
2017-02-02,2027-01-01,10.6989,1000000,971871756.53,NTN-F,971.87175653,2488,2017-02-03,F27,971.5651832939959,0.3065732360040556
2017-02-16,2023-01-01,10.373,2000000,2001428428.78,NTN-F,1000.7142143899999,1472,2017-02-17,F23,999.9671569272466,0.7470574627533324
2017-02-16,2027-01-01,10.3669,2000000,1990839736.87,NTN-F,995.4198684349999,2478,2017-02-17,F27,994.3681617786704,1.051706656329543
2017-03-02,2027-01-01,10.2399,1000000,1005281912.75,NTN-F,1005.28191275,2470,2017-03-03,F27,1004.834497564774,0.4474151852259638
2017-03-02,2023-01-01,10.209,1000000,1010109396.04,NTN-F,1010.10939604,1464,2017-03-03,F23,1009.8084688330755,0.3009272069244844
2017-03-16,2027-01-01,10.2469,1000000,1009116163.83,NTN-F,1009.11616383,2460,2017-03-17,F27,1008.3232557552088,0.7929080747911712
2017-03-16,2023-01-01,10.1909,1000000,1014918392.31,NTN-F,1014.91839231,1454,2017-03-17,F23,1014.4512192323028,0.4671730776971117
2017-03-30,2023-01-01,9.9999,1000000,1026185986.4,NTN-F,1026.1859864,1444,2017-03-31,F23,1026.1793846375442,0.006601762455829885
2017-03-30,2027-01-01,10.0849,1500000,1532825721.11,NTN-F,1021.8838140733333,2450,2017-03-31,F27,1021.6703558418849,0.21345823144838505
2017-03-30,2025-01-01,0.0,0,0.0,NTN-F,,1947,2017-03-31,F25,1780.9415707224252,
2017-04-13,2027-01-01,10.0999,2500000,2563220477.12,NTN-F,1025.2881908479999,2440,2017-04-14,F27,1024.6962513138135,0.5919395341863947
2017-04-13,2023-01-01,9.9886,2000000,2061642423.45,NTN-F,1030.821211725,1434,2017-04-14,F23,1030.530359060424,0.2908526645760503
2017-04-27,2027-01-01,10.3199,1500000,1523390120.17,NTN-F,1015.5934134466668,2432,2017-04-28,F27,1015.1201288257803,0.4732846208864885
2017-04-27,2023-01-01,10.169,1500000,1539727386.74,NTN-F,1026.4849244933334,1426,2017-04-28,F23,1026.3322307549483,0.15269373838509637
2017-05-11,2027-01-01,10.1379,2000000,2059422322.99,NTN-F,1029.711161495,2423,2017-05-12,F27,1029.1619594481504,0.5492020468495866
2017-05-11,2023-01-01,9.97,1000000,1038053997.94,NTN-F,1038.05399794,1417,2017-05-12,F23,1037.9253963615074,0.12860157849263487
2017-05-19,2023-01-01,11.45,125000,122806384.02,NTN-F,982.45107216,1411,2017-05-20,F23,982.7494773632657,-0.29840520326570186
2017-05-19,2027-01-01,11.6289,400000,378530725.8,NTN-F,946.3268145000001,2417,2017-05-20,F27,950.2917053808646,-3.964890880864573
2017-05-22,2027-01-01,11.63,100000,95065032.5,NTN-F,950.650325,2416,2017-05-23,F27,950.6503026414786,2.2358521391652175e-05
2017-05-22,2023-01-01,11.55,100000,97945315.0,NTN-F,979.45315,1410,2017-05-23,F23,979.4531345265832,1.547341685181891e-05
2017-05-23,2023-01-01,0.0,0,0.0,NTN-F,,1409,2017-05-24,F23,1585.706178041819,
2017-05-23,2027-01-01,0.0,0,0.0,NTN-F,,2415,2017-05-24,F27,1976.1769634030316,
2017-06-08,2027-01-01,10.9049,1000000,994250401.32,NTN-F,994.25040132,2403,2017-06-09,F27,994.199804872376,0.050596447624002394
2017-06-08,2023-01-01,10.7639,500000,507377158.96,NTN-F,1014.75431792,1397,2017-06-09,F23,1014.5821717604776,0.17214615952229906
2017-06-22,2023-01-01,10.4489,750000,773105082.14,NTN-F,1030.8067761866666,1388,2017-06-23,F23,1030.4509128901834,0.35586329648322135
2017-06-22,2027-01-01,10.7099,1500000,1513289164.36,NTN-F,1008.8594429066666,2394,2017-06-23,F27,1008.504736807656,0.35470609901062744
2017-06-22,2025-01-01,0.0,0,0.0,NTN-F,,1891,2017-06-23,F25,1780.9415707224252,
2017-07-06,2027-01-01,10.6397,1990100,1927401622.03,NTN-F,968.4948605748455,2384,2017-07-07,F27,967.5534420591989,0.9414185156465464
2017-07-06,2023-01-01,10.3699,1500000,1483234166.26,NTN-F,988.8227775066666,1378,2017-07-07,F23,988.7020771963606,0.12070031030600603
2017-07-20,2023-01-01,9.7999,2000000,2030391078.94,NTN-F,1015.1955394700001,1368,2017-07-21,F23,1014.9710512204849,0.22448824951516144
2017-07-20,2027-01-01,10.0789,1000000,1003355879.81,NTN-F,1003.3558798099999,2374,2017-07-21,F27,1002.9835009043953,0.37237890560459164
2017-08-03,2027-01-01,9.8787,1000000,1019112876.17,NTN-F,1019.1128761699999,2364,2017-08-04,F27,1018.3982312928536,0.7146448771463838
2017-08-03,2023-01-01,9.5699,1000000,1027920769.0,NTN-F,1027.920769,1358,2017-08-04,F23,1027.9247684372242,-0.0039994372241380916
2017-08-17,2023-01-01,9.8339,1000000,1021795697.73,NTN-F,1021.79569773,1348,2017-08-18,F23,1021.1898965425006,0.6058011874994236
2017-08-17,2027-01-01,10.1279,1000000,1008522032.56,NTN-F,1008.52203256,2354,2017-08-18,F27,1007.8568940857233,0.6651384742766595
2017-08-31,2027-01-01,9.9719,500000,510722812.94,NTN-F,1021.44562588,2344,2017-09-01,F27,1020.652036475655,0.7935894043449707
2017-08-31,2023-01-01,9.5889,750000,776308788.7,NTN-F,1035.0783849333334,1338,2017-09-01,F23,1034.6536932967301,0.4246916366032565
2017-09-14,2023-01-01,9.404,750000,784242242.75,NTN-F,1045.6563236666666,1329,2017-09-15,F23,1045.3751871065429,0.2811365601237412
2017-09-14,2027-01-01,9.8309,750000,774484098.4,NTN-F,1032.6454645333333,2335,2017-09-15,F27,1032.2721445190161,0.3733200143171871
2017-09-28,2023-01-01,9.349,750000,788692261.73,NTN-F,1051.5896823066666,1319,2017-09-29,F23,1051.292172398321,0.29750990834554614
2017-09-28,2025-01-01,0.0,0,0.0,NTN-F,,1822,2017-09-29,F25,1732.1327225522737,
2017-09-28,2027-01-01,0.0,0,0.0,NTN-F,,2325,2017-09-29,F27,1927.36811523288,
2017-10-11,2023-01-01,9.4049,1000000,1052598320.35,NTN-F,1052.59832035,1310,2017-10-12,F23,1052.447730244377,0.1505901056229959
2017-10-11,2027-01-01,9.7728,2500000,2608142817.49,NTN-F,1043.257126996,2316,2017-10-12,F27,1042.9638821832043,0.2932448127955922
2017-10-26,2027-01-01,9.7149,3000000,3151433947.4,NTN-F,1050.4779824666666,2306,2017-10-27,F27,1050.1924081471336,0.28557431953299783
2017-10-26,2023-01-01,9.3888,1500000,1586273679.3,NTN-F,1057.5157861999999,1300,2017-10-27,F23,1056.8390276511077,0.6767585488921668
2017-11-09,2027-01-01,10.0298,1000000,1036046380.92,NTN-F,1036.04638092,2297,2017-11-10,F27,1035.6227198897973,0.4236610302027657
2017-11-09,2023-01-01,9.6399,1000000,1050594462.42,NTN-F,1050.59446242,1291,2017-11-10,F23,1050.5109779047982,0.08348451520168965
2017-11-23,2027-01-01,10.1599,1500000,1548346359.87,NTN-F,1032.23090658,2288,2017-11-24,F27,1031.8558680326348,0.37503854736519315
2017-11-23,2023-01-01,9.7888,376000,394231300.04,NTN-F,1048.487500106383,1282,2017-11-24,F23,1048.2970684301804,0.1904316762027065
2017-12-07,2027-01-01,0.0,0,0.0,NTN-F,,2278,2017-12-08,F27,1927.36811523288,
2017-12-07,2023-01-01,9.9238,300000,314289990.08,NTN-F,1047.6333002666665,1272,2017-12-08,F23,1047.115957473391,0.5173427932754748
2017-12-07,2025-01-01,0.0,0,0.0,NTN-F,,1775,2017-12-08,F25,1732.1327225522737,
2018-01-04,2029-01-01,10.1799,3000000,2977087976.96,NTN-F,992.3626589866667,2760,2018-01-05,F29,992.3688676834693,-0.006208696802559643
2018-01-04,2025-01-01,9.8449,750000,758368807.31,NTN-F,1011.1584097466666,1757,2018-01-05,F25,1010.2372508638226,0.9211588828439972
2018-01-11,2025-01-01,9.7249,1000000,1017964635.67,NTN-F,1017.96463567,1752,2018-01-12,F25,1017.8814697714438,0.08316589855621714
2018-01-11,2029-01-01,10.1399,1000000,997582123.02,NTN-F,997.5821230199999,2755,2018-01-12,F29,996.7747542579775,0.8073687620224064
2018-01-18,2025-01-01,9.7137,1500000,1531423973.47,NTN-F,1020.9493156466667,1747,2018-01-19,F25,1020.2963875875691,0.6529280590975759
